date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:29:48	182802/182802	---M-Z	200	added ('OK')	text/html	etag:%222ca12-660edaac-937a89a8aacb035a;gz%22	https://www.packdemusicas.com.br/paineldosartistas.html	C:/Meus%20Sites/shows/Show!/www.packdemusicas.com.br/paineldosartistas.html	(from )
22:29:48	1159/1159	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-62b1dbfc-e51bf0e9698fbf24;gz%22	https://www.packdemusicas.com.br/robots.txt		(from )
22:29:48	6174/6174	---M-Z	200	added ('OK')	text/css	etag:%22181e-63c9c287-e33aa92c003ebc36;gz%22	https://www.packdemusicas.com.br/normalize.css	C:/Meus%20Sites/shows/Show!/www.packdemusicas.com.br/normalize.css	(from https://www.packdemusicas.com.br/paineldosartistas.html)
22:29:49	1032/1032	---M-Z	200	added ('OK')	text/css	etag:%22408-63c9c288-b49a7a5b723de72a;gz%22	https://www.packdemusicas.com.br/reset.css	C:/Meus%20Sites/shows/Show!/www.packdemusicas.com.br/reset.css	(from https://www.packdemusicas.com.br/paineldosartistas.html)
22:29:49	1150/1150	---M-Z	200	added ('OK')	image/x-icon	etag:%2247e-6578b8d3-638557659fc005;gz%22	https://www.packdemusicas.com.br/Img-Shows/favicon.ico	C:/Meus%20Sites/shows/Show!/www.packdemusicas.com.br/Img-Shows/favicon.ico	(from https://www.packdemusicas.com.br/paineldosartistas.html)
22:29:49	8937/8937	---M--	200	added ('OK')	image/png	etag:%2222e9-6578b901-a5bf9fef0adf8a53;;;%22	https://www.packdemusicas.com.br/Img-Shows/logotipo.png	C:/Meus%20Sites/shows/Show!/www.packdemusicas.com.br/Img-Shows/logotipo.png	(from https://www.packdemusicas.com.br/paineldosartistas.html)
22:29:49	276411/276411	---M--	200	added ('OK')	image/png	etag:%22437bb-6578b8d3-470f232f0d9c6329;;;%22	https://www.packdemusicas.com.br/Img-Shows/12.png	C:/Meus%20Sites/shows/Show!/www.packdemusicas.com.br/Img-Shows/12.png	(from https://www.packdemusicas.com.br/paineldosartistas.html)
22:29:50	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-62b1dbfc-e51bf0e9698fbf24;gz%22	https://www.packdemusicas.com.br/Img-Shows/01.png%200.7	C:/Meus%20Sites/shows/Show!/www.packdemusicas.com.br/Img-Shows/01.png%200.7	(from https://www.packdemusicas.com.br/paineldosartistas.html)
22:29:50	178705/178705	---M--	200	added ('OK')	image/png	etag:%222ba11-6578b8d1-86fc27c7ba6af6ab;;;%22	https://www.packdemusicas.com.br/Img-Shows/01.png	C:/Meus%20Sites/shows/Show!/www.packdemusicas.com.br/Img-Shows/01.png	(from https://www.packdemusicas.com.br/paineldosartistas.html)
22:29:50	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-62b1dbfc-e51bf0e9698fbf24;gz%22	https://www.packdemusicas.com.br/Img-Shows/04.png%200.7	C:/Meus%20Sites/shows/Show!/www.packdemusicas.com.br/Img-Shows/04.png%200.7	(from https://www.packdemusicas.com.br/paineldosartistas.html)
22:29:50	240421/240421	---M--	200	added ('OK')	image/png	etag:%223ab25-6578b8d1-34ce37b6f05333d0;;;%22	https://www.packdemusicas.com.br/Img-Shows/04.png	C:/Meus%20Sites/shows/Show!/www.packdemusicas.com.br/Img-Shows/04.png	(from https://www.packdemusicas.com.br/paineldosartistas.html)
22:29:50	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-62b1dbfc-e51bf0e9698fbf24;gz%22	https://www.packdemusicas.com.br/Img-Shows/12.png%200.7	C:/Meus%20Sites/shows/Show!/www.packdemusicas.com.br/Img-Shows/12.png%200.7	(from https://www.packdemusicas.com.br/paineldosartistas.html)
22:29:51	257818/257818	---M--	200	added ('OK')	image/png	etag:%223ef1a-6578b8d3-c9a44569eb06ec5d;;;%22	https://www.packdemusicas.com.br/Img-Shows/11.png	C:/Meus%20Sites/shows/Show!/www.packdemusicas.com.br/Img-Shows/11.png	(from https://www.packdemusicas.com.br/paineldosartistas.html)
22:29:51	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-62b1dbfc-e51bf0e9698fbf24;gz%22	https://www.packdemusicas.com.br/Img-Shows/02.png%200.7	C:/Meus%20Sites/shows/Show!/www.packdemusicas.com.br/Img-Shows/02.png%200.c.delayed	(from https://www.packdemusicas.com.br/paineldosartistas.html)
22:29:51	979402/979402	---M--	200	added ('OK')	image/png	etag:%22ef1ca-6578b8d1-4d68de3d38ad4872;;;%22	https://www.packdemusicas.com.br/Img-Shows/02.png	C:/Meus%20Sites/shows/Show!/www.packdemusicas.com.br/Img-Shows/02.png	(from https://www.packdemusicas.com.br/paineldosartistas.html)
22:29:51	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-62b1dbfc-e51bf0e9698fbf24;gz%22	https://www.packdemusicas.com.br/Img-Shows/05.png%200.7	C:/Meus%20Sites/shows/Show!/www.packdemusicas.com.br/Img-Shows/05.png%200.7	(from https://www.packdemusicas.com.br/paineldosartistas.html)
22:29:52	195453/195453	---M--	200	added ('OK')	image/png	etag:%222fb7d-6578b8d1-774cf6a65ddd52b5;;;%22	https://www.packdemusicas.com.br/Img-Shows/05.png	C:/Meus%20Sites/shows/Show!/www.packdemusicas.com.br/Img-Shows/05.png	(from https://www.packdemusicas.com.br/paineldosartistas.html)
22:29:52	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-62b1dbfc-e51bf0e9698fbf24;gz%22	https://www.packdemusicas.com.br/Img-Shows/11.png%200.7	C:/Meus%20Sites/shows/Show!/www.packdemusicas.com.br/Img-Shows/11.png%200.7	(from https://www.packdemusicas.com.br/paineldosartistas.html)
22:29:52	130151/130151	---M--	200	added ('OK')	image/png	etag:%221fc67-6578b8d2-ca58a31679d2c85e;;;%22	https://www.packdemusicas.com.br/Img-Shows/07.png	C:/Meus%20Sites/shows/Show!/www.packdemusicas.com.br/Img-Shows/07.png	(from https://www.packdemusicas.com.br/paineldosartistas.html)
22:29:52	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-62b1dbfc-e51bf0e9698fbf24;gz%22	https://www.packdemusicas.com.br/Img-Shows/10.png%200.7	C:/Meus%20Sites/shows/Show!/www.packdemusicas.com.br/Img-Shows/10.png%200.7	(from https://www.packdemusicas.com.br/paineldosartistas.html)
